,ID,Driveline,Engine Type,Transmission,Make
2990,2010 Jeep Wrangler Unlimited Sport RHD,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,4 Speed Automatic,Jeep
2991,2010 GMC Canyon WT 2WD AT,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,GMC
2992,2010 GMC Canyon WT 4WD,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,5 Speed Manual,GMC
2993,2010 GMC Canyon WT 4WD AT,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,GMC
2994,2010 GMC Canyon WT 2WD 3.7L,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,GMC
2995,2010 GMC Canyon WT 4WD 3.7L,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,GMC
2996,2010 Maserati Quattroporte,Rear-wheel drive,Maserati 4.2L 8 Cylinder 400 hp 339 ft-lbs,6 Speed Automatic,Maserati
2997,2010 Maserati Quattroporte S,Rear-wheel drive,Maserati 4.7L 8 Cylinder 425 hp 361 ft-lbs,6 Speed Automatic,Maserati
2998,2010 Maserati Quattroporte Sport GT S,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,6 Speed Automatic,Maserati
2999,2011 Honda Ridgeline RT,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,5 Speed Automatic,Honda
3000,2011 Honda Ridgeline RTS,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,5 Speed Automatic,Honda
3001,2011 Honda Ridgeline RTL,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,5 Speed Automatic,Honda
3002,2010 Honda Ridgeline RT,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,5 Speed Automatic,Honda
3003,2010 Honda Ridgeline RTS,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,5 Speed Automatic,Honda
3004,2010 Honda Ridgeline RTL,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,5 Speed Automatic,Honda
3005,2012 MINI Cooper Coupe,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,6 Speed Manual,MINI
3006,2012 MINI Cooper Coupe AT,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,6 Speed Automatic Select Shift,MINI
3007,2012 MINI Cooper S Coupe,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,6 Speed Manual,MINI
3008,2012 MINI Cooper S Coupe AT,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,6 Speed Automatic Select Shift,MINI
3009,2012 MINI John Cooper Works Coupe,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,6 Speed Manual,MINI
3010,2011 Mercury Grand Marquis LS,Rear-wheel drive,Mercury 4.6L 8 cylinder 224hp 275 ft-lbs FFV,4 Speed Automatic,Mercury
3011,2010 Mercury Grand Marquis LS,Rear-wheel drive,Mercury 4.6L 8 cylinder 224hp 275 ft-lbs FFV,4 Speed Automatic,Mercury
3012,2011 Mercury Mariner,Front-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,6 Speed Automatic,Mercury
3013,2011 Mercury Mariner AWD,All-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,6 Speed Automatic,Mercury
3014,2011 Mercury Mariner FFV,Front-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6 Speed Automatic,Mercury
3015,2011 Mercury Mariner FFV AWD,All-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6 Speed Automatic,Mercury
3016,2011 Mercury Mariner Premier,Front-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,6 Speed Automatic,Mercury
3017,2011 Mercury Mariner Premier AWD,All-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,6 Speed Automatic,Mercury
3018,2011 Mercury Mariner Premier FFV,Front-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6 Speed Automatic,Mercury
3019,2011 Mercury Mariner Premier FFV AWD,All-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6 Speed Automatic,Mercury
3020,2010 Chrysler Town and Country LX Fleet,Front-wheel drive,Chrysler 3.3L 6 cylinder 175hp 205 ft-lbs FFV,4 Speed Automatic,Chrysler
3021,2010 Chrysler Town and Country Touring 4.0L,Front-wheel drive,Chrysler 4.0L 6 cylinder 251hp 259 ft-lbs,6 Speed Automatic,Chrysler
3022,2010 BMW M6 Convertible MT,Rear-wheel drive,BMW 5.0L 10 cylinder 500hp 383 ft-lbs,6 Speed Manual,BMW
3023,2010 BMW M6 Coup MT,Rear-wheel drive,BMW 5.0L 10 cylinder 500hp 383 ft-lbs,6 Speed Manual,BMW
3024,2010 BMW X3 xDrive30i SUV AT,All-wheel drive,BMW 3.0L 6 cylinder 260 hp 225 ft-lbs,6 Speed Automatic Select Shift,BMW
3025,2010 BMW X3 xDrive30i SUV,All-wheel drive,BMW 3.0L 6 cylinder 260 hp 225 ft-lbs,6 Speed Manual,BMW
3026,2012 Toyota Camry L,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,6 Speed Automatic Select Shift,Toyota
3027,2012 Toyota Camry LE,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,6 Speed Automatic Select Shift,Toyota
3028,2012 Toyota Camry SE,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,6 Speed Automatic Select Shift,Toyota
3029,2012 Toyota Camry SE V6,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6 Speed Automatic Select Shift,Toyota
3030,2012 Toyota Camry XLE,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,6 Speed Automatic Select Shift,Toyota
3031,2012 Toyota Camry XLE V6,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6 Speed Automatic Select Shift,Toyota
3032,2011 BMW X3 xDrive28i SUV,All-wheel drive,BMW 3.0L 6 cylinder 240hp 221 ft-lbS,8 Speed Automatic Select Shift,BMW
3033,2011 BMW X3 xDrive35i SUV,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,8 Speed Automatic Select Shift,BMW
3034,2012 Toyota FJ Cruiser,Rear-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,5 Speed Automatic,Toyota
3035,2012 Toyota FJ Cruiser  4x4,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,6 Speed Manual,Toyota
3036,2012 Toyota FJ Cruiser  4x4 AT,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,5 Speed Automatic,Toyota
3037,2012 Chevrolet Sonic Hatchback 1LS,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,5 Speed Manual,Chevrolet
3038,2012 Chevrolet Sonic Hatchback 2LS,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,6 Speed Automatic,Chevrolet
3039,2012 Chevrolet Sonic Hatchback 1LT,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,5 Speed Manual,Chevrolet
3040,2012 Chevrolet Sonic Hatchback 1LT Turbo,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Manual,Chevrolet
3041,2012 Chevrolet Sonic Hatchback 2LT,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,6 Speed Automatic,Chevrolet
3042,2012 Chevrolet Sonic Hatchback 1LTZ,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,5 Speed Manual,Chevrolet
3043,2012 Chevrolet Sonic Hatchback 1LTZ Turbo,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Manual,Chevrolet
3044,2012 Chevrolet Sonic Hatchback 2LTZ,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,6 Speed Automatic,Chevrolet
3045,2010 BMW X5 xDrive30i SUV,All-wheel drive,BMW 3.0L 6 cylinder 260 hp 225 ft-lbs,6 Speed Automatic Select Shift,BMW
3046,2010 BMW X5 xDrive35d SUV,All-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,6 Speed Automatic Select Shift,BMW
3047,2010 BMW X5 xDrive48i SUV,All-wheel drive,BMW 4.8L 8 cylinder 350hp 350 ft-lbs,6 Speed Automatic Select Shift,BMW
3048,2011 Chevrolet Suburban Half-Ton LS,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic Select Shift,Chevrolet
3049,2011 Chevrolet Suburban Half-Ton LS 4WD,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic Select Shift,Chevrolet
3050,2011 Chevrolet Suburban Half-Ton LT,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic Select Shift,Chevrolet
3051,2011 Chevrolet Suburban Half-Ton LT 4WD,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic Select Shift,Chevrolet
3052,2011 Chevrolet Suburban Half-Ton LTZ,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic Select Shift,Chevrolet
3053,2011 Chevrolet Suburban Half-Ton LTZ 4WD,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic Select Shift,Chevrolet
3054,2011 BMW X5 xDrive35d SUV,All-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,6 Speed Automatic Select Shift,BMW
3055,2011 BMW X5 xDrive50i SUV,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,8 Speed Automatic Select Shift,BMW
3056,2011 BMW X5 xDrive35i Premium SUV,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,8 Speed Automatic Select Shift,BMW
3057,2011 BMW X5 xDrive35i Sport Activity SUV,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,8 Speed Automatic Select Shift,BMW
3058,2011 BMW X5 xDrive35i SUV,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,8 Speed Automatic Select Shift,BMW
3059,2011 Chevrolet Suburban Three-Quarter-Ton LS,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,6 Speed Automatic Select Shift,Chevrolet
3060,2011 Chevrolet Suburban Three-Quarter-Ton LS  4WD,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,6 Speed Automatic Select Shift,Chevrolet
3061,2011 Chevrolet Suburban Three-Quarter-Ton LT,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,6 Speed Automatic Select Shift,Chevrolet
3062,2011 Chevrolet Suburban Three-Quarter-Ton LT  4WD,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,6 Speed Automatic Select Shift,Chevrolet
3063,2010 Chevrolet Suburban LS 1500,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic,Chevrolet
3064,2010 Chevrolet Suburban LT 1500,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic,Chevrolet
3065,2010 Chevrolet Suburban LTZ 1500,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic,Chevrolet
3066,2010 GMC Canyon SLE 2WD,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,5 Speed Manual,GMC
3067,2010 GMC Canyon SLE 2WD AT,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,GMC
3068,2010 GMC Canyon SLE 4WD,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,5 Speed Manual,GMC
3069,2010 GMC Canyon SLE 4WD AT,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,GMC
3070,2010 GMC Canyon SLE 2WD 3.7L,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,GMC
3071,2010 GMC Canyon SLE 4WD 3.7L,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,GMC
3072,2010 GMC Canyon Extended Cab WT 2WD,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,5 Speed Manual,GMC
3073,2010 GMC Canyon Extended Cab WT 2WD AT,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,GMC
3074,2010 GMC Canyon Extended Cab WT 4WD,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,5 Speed Manual,GMC
3075,2010 GMC Canyon Extended Cab WT 4WD AT,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,GMC
3076,2010 GMC Canyon Extended Cab WT 2WD 3.7L,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,GMC
3077,2010 GMC Canyon Extended Cab WT 4WD 3.7L,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,GMC
3078,2011 Subaru Impreza Hatchback Outback Sport AT,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,4 Speed Automatic Select Shift,Subaru
3079,2011 Subaru Impreza Hatchback Outback Sport,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,5 Speed Manual,Subaru
3080,2011 Subaru Impreza Hatchback WRX STI,All-wheel drive,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,6 Speed Manual,Subaru
3081,2011 Subaru Impreza Hatchback 2.5i,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,5 Speed Manual,Subaru
3082,2011 Subaru Impreza Hatchback 2.5i AT,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,4 Speed Automatic Select Shift,Subaru
3083,2011 Subaru Impreza WRX Hatchback,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,5 Speed Manual,Subaru
3084,2010 GMC Canyon Extended Cab SLE 2WD,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,5 Speed Manual,GMC
3085,2010 GMC Canyon Extended Cab SLE 2WD AT,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,GMC
3086,2010 GMC Canyon Extended Cab SLE 4WD,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,5 Speed Manual,GMC
3087,2010 GMC Canyon Extended Cab SLE 4WD AT,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,GMC
3088,2010 GMC Canyon Extended Cab SLE 2WD 3.7L,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,GMC
3089,2010 GMC Canyon Extended Cab SLE 2WD V8,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,GMC
3090,2010 GMC Canyon Extended Cab SLE 4WD  3.7L,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,GMC
3091,2010 GMC Canyon Extended Cab SLE 4WD  V8,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,GMC
3092,2010 Subaru Impreza Hatchback 2.5GT,All-wheel drive,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,4 Speed Automatic Select Shift,Subaru
3093,2010 Subaru Impreza Hatchback Outback Sport AT,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,4 Speed Automatic Select Shift,Subaru
3094,2010 Subaru Impreza WRX STI Hatchback,All-wheel drive,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,6 Speed Manual,Subaru
3095,2010 Subaru Impreza Hatchback 2.5i AT,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,4 Speed Automatic Select Shift,Subaru
3096,2010 Subaru Impreza Hatchback Outback Sport,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,5 Speed Manual,Subaru
3097,2010 Subaru Impreza Hatchback 2.5i,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,5 Speed Manual,Subaru
3098,2010 Subaru Impreza WRX STI Special Edition Hatchback,All-wheel drive,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,6 Speed Manual,Subaru
3099,2010 Subaru Impreza WRX Hatchback,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,5 Speed Manual,Subaru
3100,2010 GMC Canyon Extended Cab SLT 2WD,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,GMC
3101,2010 GMC Canyon Extended Cab SLT 4WD,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,GMC
3102,2010 GMC Canyon Extended Cab SLT 2WD V8,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,GMC
3103,2010 GMC Canyon Extended Cab SLT 4WD V8,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,GMC
3104,2010 GMC Canyon Crew Cab SLE 2WD,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,GMC
3105,2010 GMC Canyon Crew Cab SLE 2WD 3.7L,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,GMC
3106,2010 GMC Canyon Crew Cab SLE 2WD V8,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,GMC
3107,2010 GMC Canyon Crew Cab SLE 4WD,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,GMC
3108,2010 GMC Canyon Crew Cab SLE 4WD V8,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,GMC
3109,2010 GMC Canyon Crew Cab SLT 2WD,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,GMC
3110,2010 GMC Canyon Crew Cab SLT 4WD,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,GMC
3111,2010 GMC Canyon Crew Cab SLT 2WD V8,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,GMC
3112,2010 GMC Canyon Crew Cab SLT 4WD V8,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,GMC
3113,2011 Dodge Ram 1500 ST Regular Cab 4x2,Rear-wheel drive,Dodge 3.7L 6 Cylinder 215 hp 235 ft-lbs,4 Speed Automatic,Dodge
3114,2011 Dodge Ram 1500 ST Regular Cab 310 hp 4x2,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
3115,2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x2,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3116,2011 Dodge Ram 1500 ST Regular Cab 4x4,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
3117,2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x4,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3118,2011 Dodge Ram 1500 SLT Regular Cab 4x2,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
3119,2011 Dodge Ram 1500 SLT Regular Cab 4x4,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
3120,2011 Dodge Ram 1500 Sport Regular Cab 4x2,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3121,2011 Dodge Ram 1500 Sport Regular Cab 4x4,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3122,2011 Dodge Ram 1500 ST Quad Cab 4x2,Rear-wheel drive,Dodge 3.7L 6 Cylinder 215 hp 235 ft-lbs,4 Speed Automatic,Dodge
3123,2011 Dodge Ram 1500 ST Quad Cab 310 hp 4x2,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
3124,2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x2,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3125,2011 Dodge Ram 1500 ST Quad Cab 4x4,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
3126,2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x4,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3127,2011 Dodge Ram 1500 SLT Quad Cab 4x2,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
3128,2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x2,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3129,2011 Dodge Ram 1500 SLT Quad Cab 4x4,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
3130,2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x4,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3131,2011 Dodge Ram 1500 Sport Quad Cab 4x2,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3132,2011 Dodge Ram 1500 Sport Quad Cab 4x4,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3134,2011 Dodge Ram 1500 Laramie Quad Cab 4x4,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3135,2011 Dodge Ram 1500 ST Crew Cab 4x2,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
3136,2011 Dodge Ram 1500 ST Crew Cab 390 hp 4x2,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3137,2011 Dodge Ram 1500 ST Crew Cab 4x4,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
3138,2011 Dodge Ram 1500 ST Crew Cab  390 hp 4x4,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3139,2011 Dodge Ram 1500 SLT Crew Cab 4x2,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
3140,2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x2,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3141,2011 Dodge Ram 1500 SLT Crew Cab 4x4,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,Dodge
3142,2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x4,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3143,2011 Dodge Ram 1500 Sport Crew Cab 4x2,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3144,2011 Dodge Ram 1500 Sport Crew Cab 4x4,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3145,2011 Dodge Ram 1500 Laramie Crew Cab 4x2,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3146,2011 Dodge Ram 1500 Laramie Crew Cab 4x4,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3147,2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x2,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3148,2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x4,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,Dodge
3149,2011 GMC Sierra 1500 WT 2WD,Rear-wheel drive,GMC 4.3L 6 Cylinder 195 hp 260 ft-lbs,4 Speed Automatic,GMC
3150,2011 GMC Sierra 1500 WT 2WD 4.8L,Rear-wheel drive,GMC 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4 Speed Automatic,GMC
3151,2011 GMC Sierra 1500 WT 2WD 5.3L,Rear-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,6 Speed Automatic Select Shift,GMC
3152,2011 GMC Sierra 1500 WT 4WD,Four-wheel drive,GMC 4.3L 6 Cylinder 195 hp 260 ft-lbs,4 Speed Automatic,GMC
3153,2011 GMC Sierra 1500 WT 4WD 4.8L,Four-wheel drive,GMC 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4 Speed Automatic,GMC
3154,2011 GMC Sierra 1500 WT 4WD 5.3L,Four-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,6 Speed Automatic Select Shift,GMC
3155,2011 GMC Sierra 1500 SLE 2WD,Rear-wheel drive,GMC 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4 Speed Automatic,GMC
3156,2011 GMC Sierra 1500 SLE 2WD 5.3L,Rear-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,6 Speed Automatic Select Shift,GMC
